,TTMT IS Equity,LT IS Equity,SBIN IS Equity,IIB IS Equity,MSIL IS Equity,UTCEM IS Equity,BAF IS Equity,TATA IS Equity,GRASIM IS Equity,BJFIN IS Equity,HUVR IS Equity,BPCL IS Equity,DRRD IS Equity,BJAUT IS Equity,VEDL IS Equity,HNDL IS Equity,IOCL IS Equity,NTPC IS Equity,CIPLA IS Equity,UPLL IS Equity,WPRO IS Equity,APNT IS Equity,SUNP IS Equity,TCS IS Equity,AXSB IS Equity,HMCL IS Equity,KMB IS Equity,HDFCB IS Equity,ITC IS Equity,NEST IS Equity,SBILIFE IS Equity,TTAN IS Equity,HDFCLIFE IS Equity,MM IS Equity,ICICIBC IS Equity,EIM IS Equity,INFO IS Equity,TECHM IS Equity,ADSEZ IS Equity,BHARTI IS Equity,GAIL IS Equity,COAL IS Equity,DIVI IS Equity,HCLT IS Equity,ONGC IS Equity,JSTL IS Equity,HDFC IS Equity
30-09-2011,-0.03067976,0.12206435,-0.18379626,-0.01309345,-0.1061523,0.0606946,0,-0.02575815,0.06177942,0,-0.01819935,-0.00280088,-0.0163836,0.0432235,0,-0.0145144,-0.0422305,-0.01592406,-0.0279812,0,-0.04317884,0.00882424,-0.06751009,-0.07766615,-0.0774958,0.145361,-0.06450525,-0.01865168,-0.02153578,0,0,-0.07632465,0,-0.00227052,-0.13554027,0,0.00310676,-0.09821159,0,-0.07982482,-0.12692841,0.01162755,-0.04584372,-0.11638336,-0.08831951,0.00013248,-0.0807969
31-10-2011,0.27005494,-0.10670386,-0.08285967,0.07592605,-0.03799305,0.0100521,0,0.03367584,-0.06342278,0,0.07274775,-0.1212563,0.07146915,0.08405,0,-0.0218834,0.04064515,0.03633572,0.01026295,0,-0.00297599,-0.19918152,-0.0282882,-0.01726526,0.00215228,0.014663,0.0577245,-0.0004459,0.05883122,0,0,-0.03247,0,-0.02603709,0.01653522,0,0.14958028,-0.06938754,0.00268335,0.04733642,-0.04425243,-0.02153825,0.00785713,0.00893854,-0.01490678,-0.00390012,-0.0610532
30-11-2011,-0.0257045,-0.0276706,0.00150904,0.0193558,0.0513747,-0.0329763,0,0.0413985,0.043334,0,0.01860515,0.1603329,-0.0226695,0.01338155,0,-0.0514318,0.01000507,0.03266071,-0.02583,0,-0.0417702,0.03447796,-0.08343483,-0.00232072,0.0481191,-0.0329564,0.03167492,0.04338428,0.0143604,0,0,0.1293996,0,0.01389247,0.1066378,0,0.04576917,0.0041195,-0.06882335,-0.00510532,0.03804779,-0.0424626,-0.03033392,0.05524916,0.02315932,-0.0520338,0.000918
31-12-2011,-0.20610576,0.13524023,0.09532056,0.0587601,-0.15851625,-0.06255405,0,-0.03401896,-0.1256258,0,-0.0195522,-0.00043166,-0.10638545,-0.0342515,0,-0.07882395,-0.0680383,-0.14784773,0.01334955,0,-0.04112742,0.09758824,-0.02579509,-0.03999554,0.06337422,0.0547832,-0.00123049,-0.0982665,-0.11847875,0,0,-0.00118215,0,-0.0886923,-0.18529056,0,-0.11363393,-0.10246892,-0.136584,0.0407808,-0.09687293,-0.0160798,-0.01306353,-0.10577485,-0.08940516,-0.06250734,-0.0993264
31-01-2012,0.29197563,0.19120446,0.1058115,0.05695425,0.2323177,-0.0703293,0,0.17958606,-0.08633634,0,-0.0099734,0.18393208,-0.0087431,0.1720185,0,0.1693542,0.11598732,0.03164561,-0.05964165,0,-0.09367064,0.09453871,0.04990473,0.0170128,0.18306427,0.041817,0.0583481,0.11938856,-0.05788255,0,0,0.1610945,0,-0.1135782,0.24389218,0,-0.09584996,0.04977821,0.1523596,0.002757,-0.06588648,0.0182242,-0.05422239,-0.01242835,0.00468624,0.31118951,0.050704
29-02-2012,0.04278692,0.00316128,0.06859496,0.0179685,0.0656433,0.1450414,0,-0.10734641,0.06012348,0,-0.117733,0.1538083,-0.07153945,0.03859515,0,0.02351925,-0.06965271,0.05076574,0.02243125,0,0.04302602,0.01532681,-0.04026779,0.08558634,-0.00379566,0.0411162,0.11028627,0.03509022,0.00704438,0,0,0.1324682,0,-0.03168952,0.08506536,0,0.0579784,0.04869238,-0.2078011,-0.03658794,0.0124842,-0.09748595,0.06433746,0.12044206,-0.08698284,0.02846332,-0.02864515
31-03-2012,-0.09461252,-0.14591145,-0.02281191,-0.0768264,-0.0520608,-0.1128198,0,-0.1032067,0.04097287,0,0.05522,-0.069452,0.0109143,0.00947065,0,0.0861421,-0.00879774,0.01879941,0.0446572,0,-0.01723176,-0.0724132,-0.13864695,0.02736294,-0.10468388,-0.0134116,-0.01192505,-0.07368196,0.01130694,0,0,-0.138756,0,-0.00147976,-0.04040675,0,-0.06865909,0.03174487,0.10078655,-0.08627908,-0.01760708,-0.05643805,-0.03124421,-0.00957654,-0.02137337,-0.04529624,-0.0647199
30-04-2012,0.0794511,-0.08710027,-0.06482567,0.03820225,0.0137964,0.0269656,0,-0.08376315,-0.07550807,0,1.40E-16,-0.01684839,-0.04305665,-0.01781535,0,-0.1377648,-0.0101385,-0.07448336,0.0079245,0,-0.0858013,0.07929698,0.02998194,-0.02456667,-0.0443947,0.0243513,0.0088834,0.03082004,0.07975221,0,0,-0.1119204,0,-0.00329223,-0.05409552,0,0.13028672,-0.0623268,-0.08989095,0.01173909,0.00697808,-0.032001,0.1239166,-0.09043983,-0.07874154,-0.06448868,-0.0201938
31-05-2012,0.10180593,-0.07831416,0.14454162,0.0165101,0.142946,-0.0175047,0,0.08713836,0.06259737,0,-0.0304226,0.0303773,0.033217,-0.0035322,0,0.0028759,0.00450684,0.11398818,-0.0076747,0,0.05097156,0.0354375,-0.01590029,-0.05689388,0.06853535,0.02062905,-0.00724695,0.03696836,0.02633742,0,0,-0.042698,0,0.02607436,-0.02774278,0,-0.02479651,0.05613214,0.12710805,-0.05889051,0.03012625,0.0751544,-0.05163564,-0.05909403,-0.0187102,-0.01280935,0.01261215
30-06-2012,-0.0854389,0.16003788,-0.05179548,0.0130454,-0.0353286,0.02694315,0,0.0124692,0.10078862,0,0.0351332,-0.01933167,0.0510442,0.00023685,0,-0.043234,-0.03223694,0.04536156,-0.0272597,0,-0.06828662,-0.13889838,0.08451064,-0.08572305,-0.04929912,0.1505465,-0.0273273,0.06109245,0.0924812,0,0,-0.0177355,0,0.05110752,0.09282769,0,0.00253561,0.05404304,-0.03134,-0.01655931,-0.00671988,0.0869004,-0.0141012,-0.04166733,0.0997323,0.00682745,-0.05419915
31-07-2012,-0.00311836,0.01242863,0.05395842,0.0176319,-0.0489055,0.0687467,0,-0.00265464,0.00737937,0,-0.1070014,-0.05054385,-0.00590195,-0.0136734,0,-0.0314458,0.03590074,0.00067077,-0.0040729,0,0.09975852,0.03806132,-0.03049018,-0.02102293,-0.04012206,-0.02878595,0.10133594,0.0045864,-0.13077896,0,0,-0.1331141,0,0.01351361,-0.0022607,0,0.06580724,-0.00271392,-0.0183044,-0.04890144,0.01331729,-0.02530215,0.05530054,-0.07090062,-0.06805292,-0.03242968,0.0271984
31-08-2012,0.05475703,0.0411383,0.03351884,0.01865555,0.0172193,0.0160477,0,0.01873848,0.0463898,0,0.1057951,0.03081696,-0.0096783,0.0994737,0,0.05089005,0.10021639,0.01271538,0.115497,0,0.02009646,0.01429198,-0.00058026,0.08664207,0.09376774,0.0603043,-0.04072596,-0.00923064,-0.01323429,0,0,-0.0478178,0,0.06090609,0.01938866,0,0.06856172,0.00477276,0.02552755,0.17372442,0.0277725,-0.0405296,-0.03933556,0.07571317,-0.04190389,-0.00362529,-0.0329688
30-09-2012,-0.01272165,0.12161915,0.14329161,0.0788885,0.1178909,0.0342843,0,0.02403502,0.06186488,0,-0.0476685,-0.08199009,-0.0059754,0.02819775,0,0.0873912,-0.0624767,-0.01812772,0.0007902,0,-0.02615766,0.0129295,-0.02513049,0.02699179,0.0729711,-0.0299256,0.10432548,0.03125831,-0.0623056,0,0,0.1138929,0,0.0677746,0.09577363,0,0.00914076,0.05398527,0.04794405,0.01168538,0.00920822,0.01706555,0.03899452,-0.06490935,-0.02793798,0.02311365,-0.03761185
31-10-2012,0.0023701,-0.02093476,0.02157341,-0.05161205,-0.0278944,0.0198843,0,0.03678923,-0.00251354,0,0.0647668,0.00771774,-0.0089854,-0.05831225,0,-0.0472736,0.02175438,-0.04867388,-0.0588655,0,0.0602962,-0.03480603,0.01210464,-0.03399384,-0.06975606,-0.0107519,-0.02202632,-0.07542146,0.06972564,0,0,0.07872275,0,-0.05473373,-0.0421805,0,0.04788492,-0.04939576,-0.110936,-0.07849597,0.07586324,0.0180921,0.03137968,0.02310695,-0.00531062,-0.03912455,-0.0990446
30-11-2012,-0.1134326,0.003601,-0.0428792,0.0534867,-0.03371445,0.0074559,0,0.0135324,-0.003949,0,0.0226619,0.04695606,-0.0126495,-0.0159885,0,0.05890245,-0.00884094,-0.04390116,-0.01593025,0,0.06859682,0.0145489,-0.00054864,-0.03288042,0.01749421,0.0211418,-0.06653043,0.04792205,0.00032006,0,0,-0.0829871,0,-0.0209064,-0.04239936,0,-0.0416009,0.02612446,-0.0949416,0.24211794,-0.0619986,0.03752175,-0.0939472,0.01667946,0.0169572,-0.0714413,-0.0016367
31-12-2012,0.13686825,-0.02754486,0.10098721,-0.00582105,-0.0699612,-0.04694895,0,0.11475912,-0.0441949,0,-0.0567469,-0.03350457,0.00517195,0.10708025,0,0.08944605,-0.05707493,0.04483731,-0.04762015,0,-0.06334306,-0.05746176,0.03736175,-0.02947485,-0.00631427,0.0127955,-0.01583232,-0.01825035,0.01209465,0,0,-0.00272045,0,-0.05929001,-0.0166165,0,-0.02908407,-0.01585419,-0.02425065,-0.04184784,-0.01735768,-0.0210364,0.0079471,-0.05521265,-0.0328731,0.01719409,-0.00500875
31-01-2013,0.07662153,-0.04837856,0.02231608,-0.0163737,-0.1105714,-0.0089913,0,0.03300196,0.01691623,0,0.07464515,0.13843836,-0.0062756,0.041283,0,0.11799895,0.09702677,-0.00547927,0.0349592,0,-0.04637535,0.00739313,-0.0167907,0.01706343,-0.06068285,0.0284239,0.00617475,0.02653449,0.0857235,0,0,0.0006963,0,-0.00126087,-0.0761131,0,0.02994102,-0.00535626,0.004102,0.07926862,0.0562216,-0.0012136,-0.04107887,0.02494883,0.26174232,-0.09134187,0.0354942
28-02-2013,-0.02724362,0.11502738,0.15596479,-0.0412203,0.1450849,-0.0620035,0,0.16379643,-0.04900787,0,-0.00833055,0.04969206,0.0550368,-0.0522336,0,0.1067347,0.08038028,0.01317998,0.054557,0,-0.07287596,0.02858284,0.06046995,0.12565889,0.02580106,-0.0030688,-0.00821914,0.0208606,-0.00108504,0,0,-0.0378973,0,-0.12077466,0.12299118,0,-0.05066155,-0.06728436,0.040899,0.05358897,-0.00862204,0.01350915,-0.0429114,-0.01208155,-0.0041365,0.14820588,-0.02865065
31-03-2013,-0.01601897,-0.00837508,-0.1238657,-0.0755798,-0.0227958,-0.049006,0,-0.06160077,0.00801135,0,-0.00983385,-0.03201699,-0.0466945,-0.00739815,0,-0.0179069,-0.02581724,0.03580159,-0.0679221,0,0.03711018,0.02937457,0.02055018,0.00917988,0.009155,-0.00984215,-0.1017826,-0.1015365,0.02356737,0,0,-0.1367084,0,-0.05153256,-0.10455216,0,0.00578534,0.0539401,-0.03856245,0.01057597,-0.04482102,0.0054859,-0.0285471,0.04104858,-0.0358635,0.0804747,-0.12564835
30-04-2013,0.0836217,0.09134734,0.00986964,0.0384748,0.1942295,0.0578791,0,0.03275706,0.06935785,0,0.07186115,0.01178864,0.0217068,0.1023132,0,0.01970235,-0.00711136,0.0568325,-0.0009917,0,0.00308478,0.0298851,0.06936884,0.10856176,0.160472,0.13094715,0.05315424,0.0549297,0.02963547,0,0,-0.0773785,0,0.06733075,0.06599268,0,-0.02395744,0.09376354,-0.01838295,0.1392094,0.08575611,-0.03882315,-0.04047375,0.04775325,-0.02157586,-0.09844604,-0.032963
31-05-2013,-0.05650351,-0.01364972,-0.0284304,0.0506702,0.08820655,-0.017816,0,-0.09832002,0.02284635,0,0.00195845,0.04370929,-0.0179945,-0.10187235,0,0.1631416,-0.074543,-0.11995956,0.0132917,0,-0.0600682,-0.03734956,-0.07359,-0.0680598,-0.0602296,-0.0903461,0.1014214,-0.06489234,0.0121218,0,0,-0.0273268,0,-0.004322,-0.08916786,0,-0.05793648,-0.01529011,-0.052131,-0.02407908,0.01916994,-0.013475,0.09956568,-0.06377691,-0.10581739,-0.071878,0.0434967
30-06-2013,0.02175267,-0.1053255,-0.02858339,0.072387,0.0160062,-0.01806535,0,0.02157555,0.0266046,0,0.0483979,0.02629511,-0.00353875,0.01254425,0,-0.036112,0.16807903,0.04983164,-0.0106819,0,0.00501577,0.00096867,0.018202,-0.1289662,0.08499136,-0.02334375,0.02673593,0.03925931,0.0255997,0,0,0.15993625,0,-0.04704842,0.0712268,0,-0.08535531,0.01541839,-0.0466328,-0.1942857,0.0789022,-0.0167064,0.02742655,-0.05882728,0.06137028,-0.02602392,0.1032801
31-07-2013,-0.1357785,-0.0113019,-0.09458421,0.114381,0.121729,-0.0024986,0,0.02464065,0.01472817,0,0.03018345,-0.16686047,0.0359622,0.032754,0,-0.0097063,-0.09650192,-0.03114768,0.0568046,0,0.21743941,0.09391775,0.05591734,0.2015775,0.02291032,0.1239484,-0.06749527,0.00461924,0.08952504,0,0,0.11366645,0,-0.00272148,-0.01089074,0,0.17163108,0.16733004,0.1044714,0.08279986,0.0634336,-0.0705792,-0.08853049,0.155163,-0.20635204,0.03927548,-0.0848394
31-08-2013,-0.16542763,0.13892655,0.0838346,-0.0059925,-0.0558946,0.20241625,0,0.25048769,0.12556692,0,-0.00266475,0.01249024,0.06858915,0.0235936,0,-0.02800085,0.04197521,-0.05019312,-0.12483075,-0.0024603,-0.01834968,0.1324375,0.036928,0.00781032,0.00216882,-0.0606585,-0.0967629,-0.11399515,0.10307866,0,0,-0.09125285,0,0.0013566,-0.03445112,0,-0.03175524,-0.10035034,-0.21806025,-0.00304278,-0.05782478,0.0341812,-0.0877649,-0.0455271,0.03121984,-0.16691571,0.0723594
30-09-2013,0.13905684,0.09456327,-0.02063296,-0.0038694,-0.0237582,0.05793625,0,0.0111111,0.17495766,0,-0.00285765,-0.03438258,0.01916815,0.0818842,0,0.02318925,0.11131562,0.13257013,0.0115818,-0.0098106,-0.07272288,0.00966935,0.1311936,-0.0312918,-0.00913166,-0.0864744,0.05083784,0.00229964,0.00512194,0,0,-0.0163342,0,0.02455101,0.09530367,0,-0.0538173,-0.02339137,-0.00387315,-0.08921125,0.08403238,0.0917869,-0.03477536,-0.1336149,0.0213788,0.31784891,-0.01716435
31-10-2013,0.04524032,0.01970056,-0.00545937,-0.0859974,0.175807,0.0439698,0,-0.14127996,-0.0780015,0,0.02041865,0.035932,-0.030793,-0.0041832,0,-0.10985845,0.03947328,-0.05013125,0.0525388,0.08350685,-0.06395734,0.0192765,0.0807204,-0.05836488,0.1667318,-0.1085318,-0.0374468,-0.02398935,-0.00040382,0,0,0.04316275,0,-0.09007848,0.06392301,0,0.05607952,0.08823858,0.0290928,-0.08166337,0.00276331,0.0221447,-0.00568356,-0.03846892,0.04072139,0.06496677,-0.13176595
30-11-2013,-0.03351865,-0.01832516,-0.11179577,-0.0433224,-0.04432805,0.0037846,0,0.19313151,0.02465382,0,-0.04914285,-0.06709731,-0.0643874,0.0557804,0,-0.05358185,-0.0543609,-0.00266933,-0.0132861,-0.01787128,-0.02598344,0.0414227,0.01039175,-0.00082196,0.04526523,-0.02166905,-0.06500971,-0.02523205,0.01967251,0,0,-0.01680955,0,-0.01463979,-0.12255042,0,-0.02621934,-0.05991272,-0.1159313,-0.01024914,-0.00412255,0.02599065,0.0553681,-0.03961822,0.02053196,-0.03342816,-0.05733945
31-12-2013,0.01602612,-0.07624744,-0.00846478,-0.0133971,-0.1184562,-0.0339234,0,0.00765332,-0.0406599,0,-0.03040475,-0.05905887,-0.0383203,-0.0484179,0,-0.04685875,-0.03221867,-0.00847035,0.0175617,0.12953946,0.11747581,0.0283848,-0.13406595,0.0327083,0.11949837,-0.07433505,0.02616994,-0.03923823,-0.02725406,0,0,-0.0473181,0,-0.06103188,-0.02280374,0,0.00549348,0.01815924,-0.11106925,-0.06886461,-0.06114612,0.0166454,0.02310844,0.12540302,-0.07594842,0.01113928,-0.0208547
31-01-2014,-0.073871,-0.03235996,0.08357507,-0.0425469,0.04074865,-0.0436674,0,0.13308937,-0.01324716,0,-0.0014644,0.05036248,-0.038308,-0.049842,0,-0.03159025,0.11185988,-0.0195589,-0.05177465,0.12511812,-0.07936587,-0.01759995,-0.0326856,0.00349526,0.07927032,-0.0069499,0.02906958,0.01349503,-0.05164782,0,0,-0.0830985,0,-0.00310462,0.01585197,0,-0.06686946,-0.04547757,0.03548245,-0.07304994,-0.06700925,-0.0823335,0.0101142,0.06142185,-0.06514512,0.06269171,0.0504726
28-02-2014,0.11302604,0.09497444,-0.00093828,0.0028235,-0.0245228,0.0423738,0,-0.13862635,-0.06927884,0,0.0040121,-0.01359054,0.03621515,-0.0780456,0,0.0393341,-0.03439276,-0.11724369,0.0521191,-0.01064917,0.0125749,-0.0542873,0.02356715,0.07525027,0.08181984,-0.0010626,0.0238569,-0.00934734,-0.01507736,0,0,0.09746105,0,0.03197235,0.05303443,0,0.02643054,-0.08550616,0.0974,-0.0175934,-0.04488246,-0.09340215,0.00801591,-0.05454763,0.01240871,0.03988016,0.0311576
31-03-2014,-0.05032528,0.09404297,0.25912816,0.2629659,0.1053901,0.0865452,0,-0.08680143,0.14241869,0,0.0622536,0.19614309,-0.0252988,0.0739332,0,0.316723,0.03151045,-0.02310976,-0.0082997,-0.0072933,-0.02294103,0.1570683,0.01156545,-0.04690452,0.08861556,0.1444551,0.13840847,0.12795498,0.08088449,0,0,0.0184365,0,0.00384533,0.19619031,0,0.08296772,-0.07306894,0.0318432,0.00252846,-0.01876472,0.10035745,-0.03859758,0.0030069,-0.02565453,0.17460926,0.024503
30-04-2014,0.03902932,-0.07480348,0.07477044,0.0173024,-0.0578618,0.0816602,0,0.03783411,0.04267677,0,0.0583754,-0.12149821,0.0010496,0.01811985,0,-0.0668604,-0.05365628,0.03571834,-0.04941375,0.36447752,-0.07005327,0.0105296,0.06244185,-0.0105807,-0.03796446,-0.0393922,-0.06741937,-0.00561288,0.01337252,0,0,-0.02360625,0,0.00639506,-0.08998299,0,-0.0170235,-0.00880787,-0.02836975,0.03267339,-0.10168376,0.0308596,0.014872,-0.06513888,0.00557152,-0.09270629,-0.0342131
31-05-2014,-0.03593755,0.06930158,0.1512495,0.02511,0.09269635,0.05232155,0,0.00995477,0.0835444,0,-0.11731275,0.1056828,-0.0041764,-0.1318828,0,-0.1469018,0.27420015,0.28019728,-0.01625765,0.00184305,-0.0459795,-0.03090015,0.0160831,-0.01748097,0.13021108,-0.1008037,0.00748678,-0.01807398,-0.08015948,0,0,0.1246469,0,0.13721677,0.03549544,0,-0.12499058,-0.11737713,-0.1317957,-0.00326676,-0.0111966,0.07717725,-0.01503573,-0.13779627,0.12702358,0.038472,0.01297035
30-06-2014,-0.12261369,0.0362464,0.00414142,-0.11596445,0.0217189,0.1798683,0,0.09439146,0.11369906,0,0.0207337,-0.26167239,0.0784659,0.148618,0,-0.0141396,0.02227301,-0.04469738,0.1321463,-0.0657951,0.06710646,0.0804167,0.1404263,0.12474202,-0.0032808,0.01001635,-0.06546855,-0.06654098,-0.10392971,0,0,-0.0764126,0,0.0497232,-0.04392612,0,-0.00237837,0.04846499,-0.08492385,0.00317703,-0.03058909,-0.08223005,0.13897517,-0.01785942,-0.12687873,0.00145649,-0.0363022
31-07-2014,-0.0792126,0.10559688,0.04418231,-0.03446705,-0.0646723,0.055392,0,-0.0494344,0.05361056,0,0.0444736,-0.11091784,0.0416254,0.05797455,0,-0.1264968,-0.03627078,0.05470354,-0.0219899,-0.0717386,-0.0683193,-0.0494879,0.0962244,-0.05023833,-0.02988682,0.0265182,0.03365986,-0.061568,0.06655752,0,0,-0.1190605,0,-0.11264132,-0.09105366,0,-0.09782242,-0.02740303,-0.16295755,0.00626997,0.02687426,-0.0502413,-0.08865985,-0.06595554,0.06097913,-0.10193861,-0.0033665
31-08-2014,0.04453409,-0.01252724,-0.00475176,-0.0006636,0.02865165,-0.0980049,0,0.03854529,-0.03065804,0,0.0216216,0.02992265,-0.01479555,0.0308061,0,0.0127039,-0.047314,0.00893376,0.0362544,-0.09215444,-0.02301226,-0.0146223,-0.00716375,-0.03048075,-0.02893515,-0.06944135,0.03784061,0.0171397,-0.06558084,0,0,0.0035546,0,0.06533047,-0.00817258,0,0.054815,0.04516792,-0.05392895,-0.04372715,0.07367815,-0.02596645,-0.00834035,-0.03948564,0.0147368,-0.15569612,-0.1003
30-09-2014,-0.06360864,0.03423312,0.08073331,0.0765425,0.0631481,-0.0806932,0,0.10027546,0.0186642,0,-0.04440505,0.00983844,0.03533825,-0.01271965,0,0.0753345,0.07980841,-0.03736596,0.1099332,0.02581858,-0.0152429,0.0135108,0.02928345,0.01504998,0.09821185,0.1158126,0.04843133,-0.0123828,-0.03586155,0,0,0.02352105,0,-0.01749251,0.03929229,-0.0298368,-0.07090402,0.02617524,-0.00392005,0.01107385,-0.02750174,-0.020034,0.10025442,0.00334634,0.03678144,0.08236017,-0.043335
31-10-2014,-0.00354645,0.06501815,0.01990535,0.1061314,0.04377645,0.0653035,0,0.04827914,0.05179828,0,-0.0616291,0.06281226,0.0098416,0.0510513,0,-0.00252705,-0.22842904,0.05789232,0.0365914,-0.0357642,0.01991698,-0.1631925,-0.1050585,0.02175822,0.07771045,-0.0423434,0.05796361,-0.01940614,-0.02735691,0,0,-0.05831575,0,0.04252795,0.04321286,0.02226688,-0.1265929,0.03297521,0.06835005,0.0029637,0.15200484,0.04131,-0.0929116,-0.00734976,-0.10526268,0.04013968,0.0627189
30-11-2014,-0.0448761,-0.03673418,0.18211238,-0.0152932,-0.02047815,-0.0174918,0,-0.12615336,-0.02250329,0,0.02622605,-0.026811,0.1416429,-3.81E-05,0,0.0278674,-0.07220966,-0.05131792,-0.0560246,-0.13219218,0.04274434,0.0443094,0.03759795,0.02257713,0.0579045,-0.0287826,-0.0800026,0.0189664,-0.0301984,0,0,0.03078305,0,-0.01008255,0.0259028,0.13314741,0.03484041,0.03265729,0.02930785,-0.01455316,-0.09908652,-0.10637775,-0.08830731,0.03604161,-0.01177692,-0.06626455,0.0532293
