Dates,PNL,DD,_rolling_12m
2000-01-31,0.0,0.0,0.0
2000-02-29,0.0,0.0,0.0
2000-03-31,0.0,0.0,0.0
2000-04-30,0.0,0.0,0.0
2000-05-31,0.0,0.0,0.0
2000-06-30,0.00915220512499983,0.0,0.0
2000-07-31,0.07255655962499985,0.0,0.0
2000-08-31,0.1649637554999996,0.0,0.0
2000-09-30,0.24483824974999893,0.0,0.0
2000-10-31,0.3496083918749986,0.0,0.0
2000-11-30,0.39750322549999867,0.0,0.0
2000-12-31,0.3919301749999986,0.0,1.6305525623749941
2001-01-31,0.4930584439999983,0.0,2.1236110063749924
2001-02-28,0.5138788014999983,0.0,2.637489807874991
2001-03-31,0.6032324603749982,0.0,3.240722268249989
2001-04-30,0.6158537608749983,0.0,3.8565760291249873
2001-05-31,0.6079477159999974,0.0,4.464523745124985
2001-06-30,0.5620002926249971,0.0,5.017371832624982
2001-07-31,0.5454004152499967,0.0,5.490215688249979
2001-08-31,0.48500864312499664,0.0,5.810260575874976
2001-09-30,0.5673625574999963,0.0,6.132784883624973
2001-10-31,0.716096220124996,0.0,6.499272711874971
2001-11-30,0.726261002499996,0.0,6.828030488874968
2001-12-31,0.735610737124996,0.0,7.171711050999965
2002-01-31,0.8877396743749952,0.0,7.566392281374962
2002-02-28,0.7330921792499949,0.0,7.7856056591249585
2002-03-31,0.6443427771249942,0.0,7.826715975874955
2002-04-30,0.7356506957499921,0.0,7.946512910749949
2002-05-31,0.7870694989999916,0.0,8.125634693749943
2002-06-30,0.7669826834999922,0.0,8.330617084624937
2002-07-31,0.8882949793749906,0.0,8.67351164874993
2002-08-31,0.8592458246249912,0.0,9.047748830249924
2002-09-30,0.7990575812499914,0.0,9.27944385399992
2002-10-31,0.8060347108749907,0.0,9.369382344749916
2002-11-30,0.7582359521249915,0.0,9.401357294374911
2002-12-31,0.9261152628749905,0.0,9.591861820124905
2003-01-31,1.013732892374989,0.0,9.717855038124899
2003-02-28,0.8066627603749899,0.0,9.791425619249894
2003-03-31,0.8296268314999887,0.0,9.976709673624889
2003-04-30,0.8093126612499884,0.0,10.050371639124885
2003-05-31,0.8617140406249875,0.0,10.12501618074988
2003-06-30,0.9600648008749871,0.0,10.318098298124873
2003-07-31,1.150807727624986,0.0,10.58061104637487
2003-08-31,1.028894842749987,0.0,10.750260064499864
2003-09-30,1.283648258749986,0.0,11.234850741999859
2003-10-31,1.4838959198749846,0.0,11.912711950999851
2003-11-30,1.3754706852499874,0.0,12.529946684124848
2003-12-31,1.6840931092499856,0.0,13.287924530499843
2004-01-31,1.861099313874986,0.0,14.13529095199984
2004-02-29,1.734737810874986,0.0,15.063366002499837
2004-03-31,1.9990329982499835,0.0,16.23277216924983
2004-04-30,1.8878819824999846,0.0,17.311341490499828
2004-05-31,2.0173573551249837,0.0,18.46698480499982
2004-06-30,1.9301183202499825,0.0,19.437038324374814
2004-07-31,1.8633927917499822,0.0,20.149623388499812
2004-08-31,1.9240034157499817,0.0,21.044731961499807
2004-09-30,2.0103298214999814,0.0,21.7714135242498
2004-10-31,1.863960503749983,0.0,22.1514781081248
2004-11-30,1.868917847499982,0.0,22.644925270374795
2004-12-31,2.285696544374979,0.0,23.246528705499788
2005-01-31,1.9790099866249822,0.0,23.364439378249784
2005-02-28,2.2279766829999814,0.0,23.85767825037478
2005-03-31,2.455030123749979,0.0,24.313675375874773
2005-04-30,2.2601533162499807,0.0,24.68594670962477
2005-05-31,2.439364975499977,0.0,25.107954329999764
2005-06-30,2.5952830816249763,0.0,25.77311909137476
2005-07-31,2.2891972894999792,0.0,26.19892358912476
2005-08-31,2.532277125999977,0.0,26.807197299374753
2005-09-30,2.432519233874978,0.0,27.229386711749747
2005-10-31,2.3551848377499787,0.0,27.72061104574974
2005-11-30,2.5724300807499785,0.0,28.424123278999737
2005-12-31,2.9808992449999736,0.0,29.119325979624733
2006-01-31,2.707197344499977,0.0,29.847513337499727
2006-02-28,2.508390153874976,0.0,30.127926808374724
2006-03-31,3.0169564304999716,0.0,30.68985311512472
2006-04-30,2.5116333512499764,0.0,30.941333150124716
2006-05-31,2.7881731404999686,0.0,31.290141315124707
2006-06-30,3.243740568124967,0.0,31.9385988016247
2006-07-31,3.043218408624969,0.0,32.692619920749685
2006-08-31,3.2657738959999656,0.0,33.42611669074967
2006-09-30,3.0974736883749667,0.0,34.091071145249664
2006-10-31,2.733041013999967,0.0,34.46892732149965
2006-11-30,3.014905953749963,0.0,34.91140319449963
2006-12-31,2.864488424249966,0.0,34.794992373749615
2007-01-31,2.7301976302499664,0.0,34.81799265949961
2007-02-28,2.3936666118749663,0.0,34.703269117499595
2007-03-31,2.7342973068749616,0.0,34.420609993874585
2007-04-30,2.283860660499963,0.0,34.19283730312457
2007-05-31,2.5587943773749604,0.0,33.96345853999956
2007-06-30,2.35701324962496,0.0,33.07673122149955
2007-07-31,2.644492678749956,0.0,32.67800549162454
2007-08-31,2.3879136367499556,0.0,31.80014523237453
2007-09-30,2.2464859024999595,0.0,30.94915744649952
2007-10-31,3.264127544749954,0.0,31.480243977249508
2007-11-30,3.21975880199995,0.0,31.685096825499496
2007-12-31,2.5762041501249566,0.0,31.396812551374484
2008-01-31,3.248594709624948,0.0,31.915209630749466
2008-02-29,3.0627819986249496,0.0,32.58432501749945
2008-03-31,2.844605227249958,0.0,32.694632937874445
2008-04-30,2.902598985999951,0.0,33.313371263374435
2008-05-31,3.0578316569999506,0.0,33.81240854299943
2008-06-30,3.587905705624947,0.0,35.04330099899941
2008-07-31,3.95410072937494,0.0,36.3529090496244
2008-08-31,3.2399961159999475,0.0,37.204991528874395
2008-09-30,3.3843963636249437,0.0,38.342901989999376
2008-10-31,3.831719903999946,0.0,38.91049434924937
2008-11-30,3.9412938587499498,0.0,39.63202940599937
2008-12-31,4.56229244887494,0.0,41.61811770474935
2009-01-31,4.3205875314999425,0.0,42.690110526624345
2009-02-28,4.036576236374946,0.0,43.663904764374344
2009-03-31,4.452537953499942,0.0,45.27183749062433
2009-04-30,4.132745522124949,0.0,46.50198402674933
2009-05-31,4.8082260719999415,0.0,48.252378441749315
2009-06-30,5.634249726249934,0.0,50.2987224623743
2009-07-31,5.599349751624928,0.0,51.943971484624285
2009-08-31,5.098591841874934,0.0,53.80256721049927
2009-09-30,4.735839273499936,0.0,55.15401012037426
2009-10-31,4.807145175999936,0.0,56.12943539237425
2009-11-30,4.897239406749934,0.0,57.08538094037423
2009-12-31,4.837936452374929,0.0,57.36102494387421
2010-01-31,4.365575629124936,0.0,57.40601304149921
2010-02-28,4.7997080102499305,0.0,58.16914481537419
2010-03-31,5.297783778624927,0.0,59.01439064049917
2010-04-30,4.957802938499929,0.0,59.839448056874154
2010-05-31,4.906115020874923,0.0,59.93733700574914
2010-06-30,4.9167965352499134,0.0,59.219883814749124
2010-07-31,4.712737080999912,0.0,58.33327114412411
2010-08-31,4.561534937749909,0.0,57.79621423999909
2010-09-30,4.582232149124912,0.0,57.64260711562407
2010-10-31,4.677977173624908,0.0,57.51343911324904
2010-11-30,4.580298443374901,0.0,57.19649814987401
2010-12-31,4.776969668499893,0.0,57.13553136599898
2011-01-31,4.5847197099999,0.0,57.35467544687395
2011-02-28,4.870284310249899,0.0,57.42525174687392
2011-03-31,4.913663197249886,0.0,57.04113116549888
2011-04-30,3.9598723049999034,0.0,56.043200531998856
2011-05-31,4.913060902499882,0.0,56.050146413623814
2011-06-30,5.020510836499877,0.0,56.15386071487377
2011-07-31,4.840049580624881,0.0,56.281173214498736
2011-08-31,5.163738407374881,0.0,56.883376684123704
2011-09-30,5.094021127874878,0.0,57.39516566287367
2011-10-31,4.310973138624887,0.0,57.02816162787365
2011-11-30,4.8344959787498825,0.0,57.282359163248636
2011-12-31,5.3310395658748755,0.0,57.836429060623615
2012-01-31,5.49121992574987,0.0,58.74292927637358
2012-02-29,5.505778004999879,0.0,59.378422971123555
2012-03-31,6.155392203249865,0.0,60.62015197712353
2012-04-30,5.075933096749874,0.0,61.7362127688735
2012-05-31,5.5236841742498575,0.0,62.34683604062347
2012-06-30,5.179246450624861,0.0,62.50557165474845
2012-07-31,5.621230148749856,0.0,63.28675222287343
2012-08-31,5.484141996624861,0.0,63.60715581212341
2012-09-30,5.395343478499863,0.0,63.908478162748395
2012-10-31,5.7145265603748525,0.0,65.31203158449836
2012-11-30,5.1542973712498545,0.0,65.63183297699833
2012-12-31,5.3059172679998525,0.0,65.6067106791233
2013-01-31,5.747224897374827,0.0,65.86271565074824
2013-02-28,4.914071193999847,0.0,65.2710088397482
2013-03-31,4.69630699762485,0.0,63.81192363412318
2013-04-30,5.038054773249839,0.0,63.774045310623144
2013-05-31,5.87704629012481,0.0,64.12740742649811
2013-06-30,5.005758985749835,0.0,63.953919961623086
2013-07-31,5.673982334624807,0.0,64.00667214749804
2013-08-31,5.12953003274983,0.0,63.652060183623
2013-09-30,5.2655675562498265,0.0,63.52228426137297
2013-10-31,5.667921619624812,0.0,63.47567932062293
2013-11-30,5.383852194999821,0.0,63.705234144372895
2013-12-31,5.419721270874808,0.0,63.819038147247845
2014-01-31,5.873579511624786,0.0,63.94539276149781
2014-02-28,4.96238529412482,0.0,63.99370686162278
2014-03-31,5.7961153916248,0.0,65.09351525562273
2014-04-30,5.042392554249826,0.0,65.09785303662272
2014-05-31,5.970934737624796,0.0,65.19174148412272
2014-06-30,5.963407315874795,0.0,66.14938981424767
2014-07-31,6.139024560749772,0.0,66.61443204037263
2014-08-31,5.037359904874797,0.0,66.5222619124976
2014-09-30,6.016711590249764,0.0,67.27340594649755
2014-10-31,4.811515306249805,0.0,66.41699963312254
2014-11-30,5.184328903749804,0.0,66.21747634187253
2014-12-31,6.514420311499761,0.0,67.31217538249749
2015-01-31,5.7829687606247715,0.0,67.22156463149747
2015-02-28,5.581645830999781,0.0,67.84082516837243
2015-03-31,5.735294641124766,0.0,67.7800044178724
2015-04-30,5.451866106624784,0.0,68.18947797024737
2015-05-31,5.315081533749768,0.0,67.53362476637233
2015-06-30,5.557096901499744,0.0,67.12731435199728
2015-07-31,6.059867579624732,0.0,67.04815737087225
2015-08-31,5.374777746374745,0.0,67.3855752123722
2015-09-30,5.360960353749749,0.0,66.72982397587218
2015-10-31,5.1883321984997455,0.0,67.10664086812213
2015-11-30,5.123667334874757,0.0,67.04597929924708
2015-12-31,6.195463830749719,0.0,66.72702281849703
2016-01-31,5.917840616499744,0.0,66.86189467437201
2016-02-29,6.19749793887473,0.0,67.47774678224697
2016-03-31,5.964100227499741,0.0,67.70655236862194
2016-04-30,5.500778019249767,0.0,67.75546428124693
2016-05-31,6.545462496499711,0.0,68.98584524399688
2016-06-30,6.338042874499708,0.0,69.76679121699684
2016-07-31,5.712051687499731,0.0,69.41897532487182
2016-08-31,6.0091050257496965,0.0,70.05330260424677
2016-09-30,5.183808740499725,0.0,69.87615099099675
2016-10-31,4.405888872124733,0.0,69.09370766462173
2016-11-30,4.9648578788747075,0.0,68.93489820862169
2016-12-31,5.168450694999693,0.0,67.90788507287166
2017-01-31,5.1143529178747045,0.0,67.10439737424662
2017-02-28,4.910225380124732,0.0,65.81712481549661
2017-03-31,5.765063556499685,0.0,65.61808814449655
2017-04-30,4.715970163499741,0.0,64.83328028874654
2017-05-31,5.922301517999681,0.0,64.21011931024651
2017-06-30,5.7113432521246965,0.0,63.5834196878715
2017-07-31,5.854773276874694,0.0,63.72614127724646
2017-08-31,6.123323338874696,0.0,63.840359590371456
2017-09-30,6.180535841124695,0.0,64.83708669099643
2017-10-31,6.071898919249708,0.0,66.5030967381214
2017-11-30,6.974186104249675,0.0,68.51242496349636
2017-12-31,6.253613891249703,0.0,69.59758815974637
2018-01-31,7.173498259249669,0.0,71.65673350112132
2018-02-28,6.402841895124714,0.0,73.1493500161213
2018-03-31,6.351146133374715,0.0,73.73543259299633
2018-04-30,6.639390803624685,0.0,75.65885323312126
2018-05-31,7.193364026749673,0.0,76.92991574187126
2018-06-30,6.655480959374685,0.0,77.87405344912125
2018-07-31,7.097058507999664,0.0,79.11633868024622
2018-08-31,7.131765194374674,0.0,80.1247805357462
2018-09-30,6.227149302749719,0.0,80.17139399737123
2018-10-31,7.817724951874671,0.0,81.91722002999619
2018-11-30,7.365205009499687,0.0,82.30823893524621
2018-12-31,7.269621151749683,0.0,83.3242461957462
2019-01-31,7.872742117374627,0.0,84.02349005387116
2019-02-28,6.83740902424967,0.0,84.45805718299611
2019-03-31,6.885163895124683,0.0,84.99207494474608
2019-04-30,6.664389432874681,0.0,85.01707357399609
2019-05-31,7.486908411249631,0.0,85.31061795849604
2019-06-30,6.624732567374678,0.0,85.27986956649603
2019-07-31,8.121398448624609,0.0,86.30420950712097
2019-08-31,7.207149236999655,0.0,86.37959354974595
2019-09-30,5.905595493874668,0.0,86.0580397408709
2019-10-31,5.901049602499647,0.0,84.14136439149588
2019-11-30,6.055157750999644,0.0,82.83131713299584
2019-12-31,6.021191015124627,0.0,81.58288699637077
2020-01-31,6.189456396874585,0.0,79.89960127587074
2020-02-29,5.560684346749639,0.0,78.62287659837071
2020-03-31,8.27353469487462,0.0,80.01124739812066
2020-04-30,6.652160022749665,0.0,79.99901798799564
2020-05-31,4.068472722999796,0.0,76.58058229974581
